patch_path,coordinates,slide_name,tissue_percentage,white_percentage,status
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x7616_y0_l1_t0.55_w0.21.png,"(7616, 0, 1)",TCGA-BR-6453_stad_adeno,0.5498046875,0.2078483737244898,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x7840_y0_l1_t0.70_w0.40.png,"(7840, 0, 1)",TCGA-BR-6453_stad_adeno,0.6958904655612245,0.40389827806122447,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x8064_y0_l1_t0.86_w0.08.png,"(8064, 0, 1)",TCGA-BR-6453_stad_adeno,0.8586575255102041,0.08209103954081633,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x8288_y0_l1_t0.94_w0.00.png,"(8288, 0, 1)",TCGA-BR-6453_stad_adeno,0.9358458227040817,0.0,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x8512_y0_l1_t0.87_w0.00.png,"(8512, 0, 1)",TCGA-BR-6453_stad_adeno,0.8725884885204082,0.0,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x8736_y0_l1_t0.95_w0.08.png,"(8736, 0, 1)",TCGA-BR-6453_stad_adeno,0.9482023278061225,0.08318718112244898,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x8960_y0_l1_t0.72_w0.39.png,"(8960, 0, 1)",TCGA-BR-6453_stad_adeno,0.7176937181122449,0.38560267857142855,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x9184_y0_l1_t1.00_w0.00.png,"(9184, 0, 1)",TCGA-BR-6453_stad_adeno,0.9999800701530612,0.0,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x9408_y0_l1_t1.00_w0.00.png,"(9408, 0, 1)",TCGA-BR-6453_stad_adeno,0.9999202806122449,0.0,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x9632_y0_l1_t1.00_w0.00.png,"(9632, 0, 1)",TCGA-BR-6453_stad_adeno,0.9998206313775511,0.0,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x9856_y0_l1_t1.00_w0.00.png,"(9856, 0, 1)",TCGA-BR-6453_stad_adeno,0.9972098214285714,0.0,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x10080_y0_l1_t1.00_w0.00.png,"(10080, 0, 1)",TCGA-BR-6453_stad_adeno,0.9996811224489796,0.0,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x10304_y0_l1_t1.00_w0.00.png,"(10304, 0, 1)",TCGA-BR-6453_stad_adeno,0.9998007015306123,0.0,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x10528_y0_l1_t0.96_w0.11.png,"(10528, 0, 1)",TCGA-BR-6453_stad_adeno,0.9592833227040817,0.10507015306122448,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x10752_y0_l1_t0.62_w0.56.png,"(10752, 0, 1)",TCGA-BR-6453_stad_adeno,0.6244021045918368,0.5600486288265306,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x10976_y0_l1_t0.70_w0.43.png,"(10976, 0, 1)",TCGA-BR-6453_stad_adeno,0.7001953125,0.4337133290816326,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x11200_y0_l1_t0.82_w0.30.png,"(11200, 0, 1)",TCGA-BR-6453_stad_adeno,0.8201929209183674,0.2987683354591837,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x11424_y0_l1_t0.94_w0.19.png,"(11424, 0, 1)",TCGA-BR-6453_stad_adeno,0.9431202168367347,0.19072863520408162,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x11648_y0_l1_t0.92_w0.19.png,"(11648, 0, 1)",TCGA-BR-6453_stad_adeno,0.9150390625,0.19216358418367346,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x7392_y224_l1_t0.42_w0.43.png,"(7392, 224, 1)",TCGA-BR-6453_stad_adeno,0.4243263711734694,0.43106265943877553,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x7616_y224_l1_t0.65_w0.47.png,"(7616, 224, 1)",TCGA-BR-6453_stad_adeno,0.654914700255102,0.4652822066326531,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x7840_y224_l1_t0.90_w0.19.png,"(7840, 224, 1)",TCGA-BR-6453_stad_adeno,0.8962053571428571,0.19443558673469388,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x8064_y224_l1_t0.94_w0.06.png,"(8064, 224, 1)",TCGA-BR-6453_stad_adeno,0.9446348852040817,0.0616828762755102,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x8288_y224_l1_t0.95_w0.00.png,"(8288, 224, 1)",TCGA-BR-6453_stad_adeno,0.9479033801020408,0.0,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x8512_y224_l1_t0.95_w0.00.png,"(8512, 224, 1)",TCGA-BR-6453_stad_adeno,0.9528858418367347,0.0024513711734693877,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x8736_y224_l1_t0.69_w0.41.png,"(8736, 224, 1)",TCGA-BR-6453_stad_adeno,0.6862842793367347,0.41470025510204084,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x8960_y224_l1_t0.77_w0.31.png,"(8960, 224, 1)",TCGA-BR-6453_stad_adeno,0.7683553890306123,0.30859375,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x9184_y224_l1_t1.00_w0.00.png,"(9184, 224, 1)",TCGA-BR-6453_stad_adeno,0.9999800701530612,0.0,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x9408_y224_l1_t1.00_w0.00.png,"(9408, 224, 1)",TCGA-BR-6453_stad_adeno,1.0,0.0,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x9632_y224_l1_t1.00_w0.00.png,"(9632, 224, 1)",TCGA-BR-6453_stad_adeno,0.9996611926020408,0.0,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x9856_y224_l1_t1.00_w0.00.png,"(9856, 224, 1)",TCGA-BR-6453_stad_adeno,0.9999800701530612,0.0,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x10080_y224_l1_t1.00_w0.01.png,"(10080, 224, 1)",TCGA-BR-6453_stad_adeno,0.9992625956632653,0.00874920280612245,accepted
extracted_patches/adeno/TCGA-BR-6453_stad_adeno/level_1/TCGA-BR-6453_stad_adeno_x10304_y224_l1_t0.73_w0.39.png,"(10304, 224, 1)",TCGA-BR-6453_stad_adeno,0.7258649553571429,0.39205994897959184,accepted
extracted_patches/adeno/TCGA-B7-A5TK_stad_adeno/level_1/TCGA-B7-A5TK_stad_adeno_x2912_y224_l1_t0.53_w0.46.png,"(2912, 224, 1)",TCGA-B7-A5TK_stad_adeno,0.5287587691326531,0.4647640306122449,accepted
extracted_patches/adeno/TCGA-B7-A5TK_stad_adeno/level_1/TCGA-B7-A5TK_stad_adeno_x3136_y224_l1_t0.63_w0.36.png,"(3136, 224, 1)",TCGA-B7-A5TK_stad_adeno,0.6306800063775511,0.3580795599489796,accepted
extracted_patches/adeno/TCGA-B7-A5TK_stad_adeno/level_1/TCGA-B7-A5TK_stad_adeno_x3360_y224_l1_t0.35_w0.65.png,"(3360, 224, 1)",TCGA-B7-A5TK_stad_adeno,0.3459422831632653,0.6503507653061225,accepted
extracted_patches/adeno/TCGA-B7-A5TK_stad_adeno/level_1/TCGA-B7-A5TK_stad_adeno_x3584_y224_l1_t0.27_w0.73.png,"(3584, 224, 1)",TCGA-B7-A5TK_stad_adeno,0.27060746173469385,0.7272600446428571,accepted
